X Coordinate,Y Coordinate,Time from first Touch,three -1s means the user lifted their finger,three -2s means the user went to the wrong point on the NEXT coordinate
630,101,13700
646,103,13700
656,105,13733
668,108,13750
673,109,13767
676,109,13783
680,109,13800
682,109,13817
683,109,13817
684,108,13833
683,107,13867
683,106,13883
682,107,14067
681,107,14067
677,108,14100
663,111,14117
641,113,14117
613,114,14150
569,114,14150
547,114,14183
521,114,14200
507,114,14217
490,113,14233
454,102,14250
427,93,14267
401,84,14283
391,82,14283
381,80,14300
375,79,14317
368,78,14333
354,77,14367
343,76,14383
326,75,14400
316,73,14417
307,72,14433
292,69,14450
282,65,14467
268,61,14483
260,58,14500
251,56,14517
246,56,14533
241,55,14550
237,55,14567
231,56,14583
222,57,14600
218,57,14617
213,57,14633
211,58,14650
208,58,14650
206,58,14667
204,58,14683
201,58,14717
199,58,14733
197,58,14750
195,59,14767
194,59,14783
193,59,14800
192,59,14817
191,59,14850
190,59,14867
190,59,15000
-1,-1,-1
307,206,16500
307,206,16584
-1,-1,-1
